,steam_appid,name,developers,genres,released_date_1,detailed_description,pc_requirements_minimum,pc_requirements_recommended,mac_requirements_minimum,mac_requirements_recommended,linux_requirements_minimum,linux_requirements_recommended,price1,price2,price3,price4,price5
10,701380,El Tango de la Muerte,Hernán Smicht/YIRA::,Violent/Adventure/Indie,"Apr 24, 2018","The best/honest review of the game was given to me by a good friend, I quote: ""It's kinda short game... But it's worth every damn penny!""Features and content: The game it's like a playable soundtrack inside an old soap opera. It tells a story of love and betrayal in the time of Tango; it does it in 7 chapters and it contains 13 playable songs in total.About the gameplayIt is a rhythm game, feels like an OSU on a board. The player moves a dance couple on the board to the rhythm imposed by the music. You can also make the couple slide trough the dance floor keeping the keys pressed. Each song brings special features (Bombs, Shooting, Beating, etc.) that combine with the mechanics of normal rhythm and with each other. It's a VERY intense game, sometimes it can be hard but is immensely rewarding.Culture and FiruleteMade with photographic collages recreating locations of a historical Buenos Aires as well as archetypal characters of the time (1923, Agentina).El Tango de la Muerte was born with the objective of creating something beautiful with a strong cultural imprint.The YIRA Orchestra::Its powerful rocker sound stands out with the languages of its bandoneon, violin and viola of tango miloguero.-""Electroviaje Porteño"" (2004) The YIRA Orchestra :: it is formed-""Tinto"" (2007) Tour in Spain, Denmark and Portugal-""Santos Impostores"" (2015) Nominated Disc of the Year by AMI and AADI-""Otras Cosas"" (2016) Released in Argentina, Spain and Brazil","Minimum:OS: Windows xp, Windows 7, Windows 8.1 or Windows 10Processor: Intel Core2 duo / AMD A4-3300M APU 1.90GHzMemory: 2 GB RAMStorage: 300 MB available space",Not supported,Not supported,Not supported,Not supported,Not supported,23700,22600,92600,0,10600
11,658480,Starfighter General,James Sager III,Action/Early Access,"Apr 24, 2018","Hello,<br />
<br />
This launch is a simple arcade action starfighter game.  The game will last about 13 minutes played well and you'll have a score to compare with friends.<br />
<br />
Consider this game like an advanced version of a crowd sourced game.   It hopefully will be upgraded over time with more features.<br />
<br />
Features I want to add:<br />
<br />
MOBA(Actually done, but just launching single player at first because I don't know how to host a server.)<br />
<br />
Missions where you fight different skirmishes but get permanent loot.<br />
<br />
A sort of galaxy conquering mode strategically, but your battles are fought in first person.<br />
<br />
And the coolest stuff I don't even want to reveal yet.<br />
<br />
,Jim","Minimum:Requires a 64-bit processor and operating systemOS: 64 bit WindowsMemory: 2 GB RAMGraphics: Need ok 3d card. Will have future modes to challenge big rigs too.  Game renders 700,000 verticies now.Storage: 80 MB available spaceAdditional Notes: These are rough launch requirements.  This game will demand more disk space in future updates.  Other requirements may change with updates also.",Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,15300,0,38500,0,92200
12,817600,The Wranglers,Jan Kopfmann,Gore/Indie/RPG,"Apr 24, 2018","A desperate man asks on an online forum for help, rambling about an old ""haunted""  videogame he barely managed to get running. He needs someone to assist him as it appears that this game can only be played by two people. A downloadable file to connect you to his server is all he left before he stopped responding.Help self-proclaimed scientist William to figure out the mystery behind this program.GAMEPLAY:The Wranglers is a story based platformer in third person. Jump and run your way through the different stages, while shooting bullets at incoming enemies.EXPLORATION:Delve into 24 highly different areas of the forest! Will you be able to find all of the forest's secrets?MORAL CHOICES:The game has choices, each of which has a massive impact on your experience. See different places, meet different people...Each playthrough plays completely different! Letting you experience the story from multiple different perspectives!","Minimum:OS: Windows 7, 8 or 10Processor: Intel i5-4590Memory: 4 GB RAMGraphics: NVIDIA GeForce GTX 1060Storage: 5 GB available space","Recommended:OS: Windows 7, 8 or 10Processor: Intel i7-4770Memory: 8 GB RAMGraphics: NVIDIA GeForce GTX 1060Storage: 5 GB available space",Not supported,Not supported,Not supported,Not supported,69200,20400,67900,0,11700
13,842290,ArcBall 2,VladProduction,Casual/Indie/Simulation,"Apr 24, 2018","ArcBall 2 - simple and casual arcanoid-like game. Interesting levels and nice retro-graphics are waiting you!<br />
List of game features:<br />
~ New levels are waiting on you<br />
~ Interesting designed levels<br />
~ Nice game graphics like in retro games<br />
~ Old-school gameplay: destroy blocks and complete all levels!",Minimum:OS: Win7Processor: 2.2GhzMemory: 512 MB RAMGraphics: 128 MB,Recommended:OS: Win7Processor: 3.4GhzMemory: 1 GB RAMGraphics: 512 MB,Not supported,Not supported,Not supported,Not supported,68200,42100,0,10100,0
14,609720,Tyr: Chains of Valhalla,Ennui Studio,Action/Adventure/Indie,Spring 2018,"Special OfferPreorder now to get a 10% OFF in your purchase.About the GameTyr: Chains of Valhalla is inspired by Norse mythology, more precisely, the Ragnarök! In a technological world where humanity depends on mega-corporations like Yggdrasil, big companies know no limits, competing for the global monopoly, and foes are at the order of the day; someone has to put a balance in the city.Tyr, creation of Professor Oswald Din, a.k.a. O.Din, has the mission to prevent Lemuz Oki, a.k.a. L.Oki, destroy the world order and create a new realm of chaos to seize the biggest technology company, as well as control the entire world. Tyr, with the help of Huginn & Muninn (""thought"" and ""memory"") and his faithful Sleipnir, he will take the summit of Valhalla to stop the evil plans of L.Oki and his group of vikings & robots.In a nordic cyberpunk universe where the struggle between big corporations destroys the world as we know it, a hero must bring order in this world. In Tyr: Chains of Valhalla you can meet the climax and impetus of the Ragnarök seen from a cyberpunk perspective.Tyr: Chains of Valhalla is a 2.5D shooter/platformer full of power-ups, vikings, robots, awesome and difficult  bosses. Tyr: Chains of Valhalla combines 3D scenarios and bosses with 2D characters and enemies.The time is against you! So be quick, accurate and over all, powerful! Free the city of Midgard in this epic adventure through these amazing levels and reach the last mission... Defeat all the bosses at once!",Minimum:Requires a 64-bit processor and operating systemOS: Windows 7Processor: Intel Kaby Lake Core M3-7Y30 @ 2.6 GHz or AMD Athlon II X4 620 @ 2.6 GHzMemory: 4 GB RAMGraphics: Intel HD Graphic 615 / AMD Radeon HD 6750MDirectX: Version 11Storage: 5 GB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10Processor: Intel i3-7100 @ 3.9GHz or AMD FX-8350 @ 4.0GHzMemory: 6 GB RAMGraphics: Nvidia GPU GeForce GTX 770 / AMD GPU Radeon R9 290DirectX: Version 11Storage: 7 GB available space,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,80500,0,0,0,0
15,803830,The Snowboard Game,Let it roll AB,Action/Indie/Racing/Sports,"Apr 24, 2018","The snowboard game is a realistic skill based snowboard game with natural physics set in multiple immersive mountain locations and snow parks.Make epic stunts in the backcountry or just hang around in the park.Create your own snowboard career in story mode where you meet other enthusiasts and pro boarders that will challenge you to learn new tricks or just get down the mountain. Complete missions, compete in online events or player created challenges to earn money, fans and equipment.MultiplayerCompete with other people from all over the world. If you find a spot you like, you can create a session to build jumps and place props to create a video and upload to your fictional video channel. A challenge is time or score based and can be found by anyone close to your online ranking.MountainsRight now there are five fictional handcrafted mountains in three different moutain areas. Each mountain has short single player missions, a few online events and endless usercreated challenges.The focus of development has been to create natural and immersive physics while still being fun with tight and responsive controls.",Minimum:OS: Windows 7Processor: Intel Core I5Memory: 4 GB RAMGraphics: Nvidia Geforce GTX 550/equivalent or higherDirectX: Version 11Network: Broadband Internet connectionStorage: 4 GB available space,Not supported,Not supported,Not supported,Not supported,Not supported,47900,38300,29800,0,0
16,724090,Restaurant Manager,Alfa Dynasty,Indie/Simulation/Strategy/Early Access,"Apr 24, 2018","There is a difficult task you should fulfill. You need to make from a small eatery a chain of restaurants of Elite class. You will have to make decisions that will determine the popularity and profitability of your facility. Get the experience and knowledge of the restaurant business. Every 2 weeks the game will be updated. Key features: [/ u] Development: [/ b]Develop your institution and buy new premises Competitors: [/ b]Beside you there will be 2 competitors, which will also develop, buy premises and so on.Be smarter and trickier to ruin them, and become number one in the city. Advertising: [/ b]It is a very important part of every facility. There are several ways to promote your facility:* Billboards* Radio* MASS MEDIA* The Internet* Discounts Market analysis: [/ b]At the end of each day, you will be able to see a diagram showing the market share of each player and daily income and expenses.Institutional Levels: [/ b]In the game there are 3 types of establishments:1) snack bar2) cafe3) restaurantIncrease your profits to improve your facility. Attention! If the game becomes successful, we will take into account all your wishes and criticism, and make Restaurant Manager 2 as you see it.[/i][/i]","Minimum:OS: 7,8,10Processor: Processor 1.5 Ghz or betterMemory: 1 GB RAMGraphics: Geforce 8400 GSDirectX: Version 9.0Storage: 100 MB available space",Not supported,Minimum:OS: OS X 10.9Processor: 1.5 GhzMemory: 1 GB RAMGraphics: 256mbStorage: 100 MB available space,Not supported,Minimum:OS: ubuntu 14.04 LTSProcessor: 1.5 GhzMemory: 1 MB RAMGraphics: 256mbStorage: 100 MB available space,Not supported,44700,62000,84600,0,51600
17,620650,Puzzle With Your Friends,Stromsky/bumblebee,Casual/Indie,"Apr 24, 2018","Puzzle alone, with or against your friends artworks from several games and artists! Beside the singleplayer-mode the game offers several multiplayer-modes. Play a relaxed puzzle together with your friends on Steam or challenge them to exciting matches!FEATURES Singleplayer- and different multiplayer-modes (Co-Op and Versus) 18 Fantastic and hand-drawn artworks from different games and artists* Compete with your friends and other players on the Steam Leaderboards Integrated multiplayer chat-system  Includes Trading-Cards, Achievements and Emoticons!* We will add more artwork and also new modes and features gradually!",Minimum:OS: Windows 7/8/10Processor: 1.2 GHzMemory: 1 GB RAMGraphics: 512MB,Not supported,Minimum:OS: Mac OS X 10.8+Processor: 1.2 GHzMemory: 2 GB RAM,Not supported,Minimum:OS: Ubuntu 12.04+Processor: 1.2 GHzMemory: 2 GB RAM,Not supported,66600,16800,63000,0,41500
18,630130,Top Punch,Nuclear,Action/Casual/Indie/Early Access,"Apr 24, 2018","Top Punch is a quick match boxing game, just jump into the ring and start fighting your opponent.<br />
You may play with a friend on the same computer, LAN or Internet (the host must open the port on the router).<br />
To invite a friend to a on-line game, just create the lobby (remember to open the port, wich can be changed on options menu), and invite your friend to your lobby, as soon as you both are ready, the game will prepare everything to start fighting.<br />
Rules are easy, you have got two minutes to hit your opponent's head using either fists, the player who gets more hits win the match, there might be some testing on some new mechanics as blocking, read the Early Access description for more information.<br />
The game features quick two minutes combats, and will keep track of the score. More modes could be added based on players feedback.<br />
Inspired in old boxing titles, simple and fun. Still on early access, but fully functional, you may share your thoughts and help me finish the game, only new mechanics are missing.<br />
Achievements are coming soon!",Minimum:Requires a 64-bit processor and operating systemOS: Windows XP SP2+Processor: SSE2 instruction set supportMemory: 1 GB RAMGraphics: DX9 (shader model 3.0)DirectX: Version 9.0cStorage: 80 MB available space,Recommended:Requires a 64-bit processor and operating systemNetwork: Broadband Internet connection,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,68600,36900,30800,0,0
19,847900,DeathTolls Experience,Ali Eslami,Casual/Indie,"Apr 24, 2018","DeathTolls Experience is a journey through data in virtual reality that aims to re-sensitize the user to the casualties of the terrorist attacks in Europe, refugee deaths in the Mediterranean Sea, and the human cost of the Syrian civil war. The project challenges the lack of concern that results from the frequency of such news on the mass media. By walking the user through hundreds of thousands of dead bodies in photorealistic CGI scenes, the creator Ali Eslami aims to inspire an active awareness towards big data that represents massive deaths, and compassion for the people behind those numbers.<br />
<br />
On the basis of a virtual journey through the history of European bloodbaths, an ocean filled with body bags containing recently drowned Syrian refugees, and casualties of the Syrian civil war, DeathTolls Experience immerses us in the meaning of these figures, opening up an emotional perspective on this suffering and terror.",Minimum:OS: 10Processor: Intel Core i5-4590 (AMD FX 8350)Memory: 4 GB RAMGraphics: Nvidia Geforce GT 980DirectX: Version 11Storage: 4 GB available space,Recommended:OS: 10Processor: Intel Corei7Memory: 16 GB RAMGraphics: Nvidia Geforce GTX 1070DirectX: Version 11Storage: 4 GB available space,Not supported,Not supported,Not supported,Not supported,40900,12800,80300,19500,0
20,823470,Glitchball,Reboot Arcade,Casual/Free to Play/Indie/Sports,"Apr 24, 2018","Glitchball is a 2D Vaporwave party-game that's like soccer... but the ball kills you. To compensate use your shield and jetpack to ricochet the Glitchball, kill players, and score goals. Compete with your friends in this hectic, four-player party-game.Use your jetpack and shield to deflect the incoming glitchball to score goals, kill players, and compete for dominance in a chilled out dead mall.Key Features Use 360-degree dynamic shield controls to deflect the incoming Glitchball Maneuver through colorful levels using exhilarating jetpack based movement Grab power-ups to gain an advantage over your opponents Choose from 4 radical levels and 4 far-out characters Play: 1 vs. 1, 2 vs. 2, or even 1 vs. 3 Experience the pastels and modern disillusionment of V A P O R W A V E Featuring NEW single-player mode. Don't even compete against anyone, just win!! *bullhorn sounds*Are You Ready For Some G L I T C H B A L L ?WARNING: Keyboards are bogus! PLAY WITH A CONTROLLER IF YOU HOPE TO SURVIVE.DO. NOT. USE. A. KEYBOARD. Use a controller, be a normal guy. Please.","Minimum:OS: 8, 8.1, 10Processor: 2.0 GhzMemory: 4 GB RAMGraphics: 350mb memoryStorage: 260 MB available space",Not supported,Not supported,Not supported,Not supported,Not supported,60000,96900,0,0,79000
21,845200,☯ Weapon of War: Getting Over It with Weapon and Shield Extended,hede,Action/Adventure/Casual/Indie/RPG/Simulation/Early Access,"Apr 24, 2018","Let everyone know what a horrible thing has happened: the Father of War is left without his weapon and shield! <br />
He lost hold of them during the hardest fight with a titan. But he managed to cast a spell and lock the weapon and shield with a magic chain. So it received its own soul and consciousness. And now the Weapon of War has its own goal: get over all the obstacles and return to its master to help the Father of War smash his enemies. How long will it take you to fulfill this task?<br />
<br />
Main game features:<br />
+ Choice of playable elements: the weapon and shield;<br />
+ Different characteristics of the weapon and shield influencing the game;<br />
+ Physics-based level-design;<br />
+ Interacting with the level elements;<br />
+ Flexible chain with realistic physics.",Minimum:Requires a 64-bit processor and operating systemOS: Windows 7/8/10 (x64)Processor: 2GHz Duo Core ProcessorMemory: 4 GB RAMGraphics: NVIDIA GeForce 450 or higher with 1GB MemoryDirectX: Version 9.0Storage: 1 GB available spaceSound Card: Default,Recommended:Requires a 64-bit processor and operating systemOS: Windows 7/8/10 (x64)Processor: 2GHz Quad Core ProcessorGraphics: NVIDIA GeForce 950 or higher with 2GB MemoryDirectX: Version 11Storage: 2 GB available spaceSound Card: Default,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,83800,76000,31300,0,41400
22,845060,Simple Golfing,Vladili Rosso,Casual/Indie/Simulation,"Apr 26, 2018","Simple Golfing - is a simple physical casual game in which your task is to throw the ball higher and higher on different objects to the top, getting to which you will win. As I said the game is simple, perhaps you will understand this yourself when you fall in the 100th time from the middle of the path. But do not worry, you will not die in this game, try again... and then again.",Minimum:OS: Windows XP/7/8/8.1/10Processor: 1.2 Ghz or faster processorMemory: 512 MB RAMGraphics: 200 MBDirectX: Version 9.0Storage: 200 MB available spaceAdditional Notes: Keyboard and Mouse,Recommended:OS: Windows XP/7/8/8.1/10Processor: 2 GhzMemory: 1024 MB RAMGraphics: 512 MBDirectX: Version 9.0Storage: 200 MB available spaceAdditional Notes: Keyboard and Mouse,Not supported,Not supported,Not supported,Not supported,74000,12900,0,0,59500
23,838100,Point,Eugene Volik,Casual/Indie,"Apr 24, 2018","Point is a short minimal, math puzzle game.<br />
<br />
A puzzle for finding the path to get the maximum number of score.<br />
With a nice soundtrack in the style of the 80's.","Minimum:OS: Windows XP/Vista/7/8Processor: Dual-core Intel or AMD, 2.3 GHz or fasterMemory: 2 GB RAMGraphics: Graphics card supporting DirectX 9.0cDirectX: Version 9.0cStorage: 50 MB available spaceSound Card: Any",Not supported,Not supported,Not supported,Not supported,Not supported,41200,29700,29600,99800,0
24,842560,War Hunter,Falco Software,Violent/Action/Casual/Indie,"Apr 24, 2018","War Hunter War Hunter is a first person shooter where you take control of the special agents and must fight your way through a cold and mean scenery and find the arms dealer Talib.The world public is panic-stricken. A well-known arms dealer, Talib, stole a nuclear device from the Russian government.The media is buzzing about the imminent extermination of all of humanity. The US government has sent a special unit to neutralize the enemy.The Russians, in turn, send the best agent of the FSB. Will they be able to save the whole world together? Everything depends on you!You have the classic FPS controls, with WASD and arrows to move your character and mouse to point and shoot.FEATURES :- Great graphics and special effects.- Immersive soundtrack.- Hard challenge.- Intense action",Minimum:OS: WINDOWS XP / WINDOWS VISTA / WINDOWS 7 / WINDOWS 8 / WINDOWS 10Processor: Any 64 or 32 bit processorMemory: 4 GB RAMGraphics: DirectX or OpenGL Compatible Video cardStorage: 720 MB available space,Not supported,Not supported,Not supported,Not supported,Not supported,32600,39100,75000,0,0
25,842590,Knight Fighter,Falco Software,Action/Adventure/Casual/Indie,"Apr 24, 2018","Knight Fighter  Knight Fighters is a 2D side-scroll platormer with fighting action. The Ancient Knight can attack with sword strikes, punches, kicks and even chain combos, both at the ground or the air. He can also jump to avoid obstacles. Be prepared!In ancient times, one warrior protected with armor was equal to ten ordinary soldiers. Steel armor and a long sword could transform an ordinary man into a hero. And this fantastic character was invented by science fiction writers. Ancient Knight - a real person capable of repelling group assaults and take on ten opponents at once. His weapons are a sword and a brave heart. Controlling the knight, you are destined to overcome hordes of enemies and overcome challenging obstacles which await you at every turn.How to play:WASD - Move Ancient KnightJ - AttackK - JumpDouble Tap - RunFEATURES :- Melee combos- Stylized graphics- Fighting and Platform challenges.- Lots of different enemies.",Minimum:OS: WINDOWS XP / WINDOWS VISTA / WINDOWS 7 / WINDOWS 8 / WINDOWS 10Processor: Any 64 or 32 bit processorMemory: 1 GB RAMGraphics: DirectX or OpenGL Compatible Video cardStorage: 20 MB available space,Not supported,Not supported,Not supported,Not supported,Not supported,88500,12400,27700,0,26000
26,720730,Without Escape,Bumpy Trail Games,Gore/Adventure/Indie,"Apr 24, 2018","Without Escape harkens back to first-person graphic adventures of the early ‘90s, which relied on pre-rendered backgrounds and full-motion video to tell interactive stories. Explore the confines of your own home as you flip between a mundane existence and a horrifying otherworld. Can you escape the nightmare and find the answers you’re looking for?One chilly winter night, you go home and notice that nobody’s there. Your parents had told you that they would be visiting your grandparents for the weekend, so you give their absence no mind and go to bed.At 2:45 a.m., your sleep is suddenly interrupted by strange noises. A burglar, perhaps? You decide to investigate – only to plunge into a nightmarish web of stone, flesh, and flame.With no way to return to what you thought was reality, you must unravel the secret of your home’s transformation. Are you prepared to endure the horrors that await you?Reconnect with the past through classic point-and-click exploration.Overcome enigmatic puzzles that will test your wits.Play your way with gamepad, keyboard and mouse support.Immerse yourself in your home’s oppressive atmosphere with an atmospheric soundtrack.Gaze upon 1080p pre-rendered backgrounds – in your old home, which has become a hellish nightmare.Discover multiple endings, secrets, and Easter eggs.Race against your friends and others with online leaderboards.Unlock several achievements.",Minimum:OS: Windows 7Processor: SSE2 CompatibleMemory: 512 MB RAMGraphics: DirectX 11 CompatibleDirectX: Version 11Storage: 350 MB available space,Recommended:OS: Windows 10Processor: SSE2 CompatibleMemory: 1024 MB RAMGraphics: DirectX 11 CompatibleDirectX: Version 11Storage: 512 MB available space,Minimum:OS: Mac OS X 10.9+Processor: SSE2 CompatibleMemory: 512 MB RAMGraphics: OpenGL 3.2 CompatibleStorage: 350 MB available space,Recommended:OS: Mac OS X 10.9+Processor: SSE2 CompatibleMemory: 1024 MB RAMGraphics: OpenGL 3.2 CompatibleStorage: 512 MB available space,"Minimum:OS: Ubuntu 14.04+, SteamOS+Processor: SSE2 CompatibleMemory: 512 MB RAMGraphics: OpenGL 3.2 CompatibleStorage: 350 MB available space","Recommended:OS: Ubuntu 14.04+, SteamOS+Processor: SSE2 CompatibleMemory: 1024 MB RAMGraphics: OpenGL 3.2 CompatibleStorage: 512 MB available space",24600,89300,63500,53000,0
